i,j,coefficient,var_i,var_j,term_type
29,40,30.0,x_o1_r2_human_t2,x_o2_r1_machine_b_t2,quadratic
29,41,30.0,x_o1_r2_human_t2,x_o2_r1_machine_b_t3,quadratic
29,43,32.0,x_o1_r2_human_t2,x_o2_r2_human_t0,quadratic
29,44,32.0,x_o1_r2_human_t2,x_o2_r2_human_t1,quadratic
29,45,62.0,x_o1_r2_human_t2,x_o2_r2_human_t2,quadratic
29,46,62.0,x_o1_r2_human_t2,x_o2_r2_human_t3,quadratic
29,47,2.0,x_o1_r2_human_t2,x_o2_r2_human_t4,quadratic
29,48,2.0,x_o1_r2_human_t2,x_o2_r2_human_t5,quadratic
30,30,-27.65,x_o1_r2_human_t3,x_o1_r2_human_t3,linear
30,31,62.0,x_o1_r2_human_t3,x_o1_r2_human_t4,quadratic
30,32,30.0,x_o1_r2_human_t3,x_o2_r0_machine_a_t0,quadratic
30,33,30.0,x_o1_r2_human_t3,x_o2_r0_machine_a_t1,quadratic
30,34,30.0,x_o1_r2_human_t3,x_o2_r0_machine_a_t2,quadratic
30,35,30.0,x_o1_r2_human_t3,x_o2_r0_machine_a_t3,quadratic
30,36,30.0,x_o1_r2_human_t3,x_o2_r0_machine_a_t4,quadratic
30,38,30.0,x_o1_r2_human_t3,x_o2_r1_machine_b_t0,quadratic
30,39,30.0,x_o1_r2_human_t3,x_o2_r1_machine_b_t1,quadratic
30,40,30.0,x_o1_r2_human_t3,x_o2_r1_machine_b_t2,quadratic
30,41,30.0,x_o1_r2_human_t3,x_o2_r1_machine_b_t3,quadratic
30,42,30.0,x_o1_r2_human_t3,x_o2_r1_machine_b_t4,quadratic
30,43,32.0,x_o1_r2_human_t3,x_o2_r2_human_t0,quadratic
30,44,32.0,x_o1_r2_human_t3,x_o2_r2_human_t1,quadratic
30,45,32.0,x_o1_r2_human_t3,x_o2_r2_human_t2,quadratic
30,46,62.0,x_o1_r2_human_t3,x_o2_r2_human_t3,quadratic
30,47,62.0,x_o1_r2_human_t3,x_o2_r2_human_t4,quadratic
30,48,2.0,x_o1_r2_human_t3,x_o2_r2_human_t5,quadratic
31,31,-27.5,x_o1_r2_human_t4,x_o1_r2_human_t4,linear
31,32,30.0,x_o1_r2_human_t4,x_o2_r0_machine_a_t0,quadratic
31,33,30.0,x_o1_r2_human_t4,x_o2_r0_machine_a_t1,quadratic
31,34,30.0,x_o1_r2_human_t4,x_o2_r0_machine_a_t2,quadratic
31,35,30.0,x_o1_r2_human_t4,x_o2_r0_machine_a_t3,quadratic
31,36,30.0,x_o1_r2_human_t4,x_o2_r0_machine_a_t4,quadratic
31,37,30.0,x_o1_r2_human_t4,x_o2_r0_machine_a_t5,quadratic
31,38,30.0,x_o1_r2_human_t4,x_o2_r1_machine_b_t0,quadratic
31,39,30.0,x_o1_r2_human_t4,x_o2_r1_machine_b_t1,quadratic
31,40,30.0,x_o1_r2_human_t4,x_o2_r1_machine_b_t2,quadratic
31,41,30.0,x_o1_r2_human_t4,x_o2_r1_machine_b_t3,quadratic
31,42,30.0,x_o1_r2_human_t4,x_o2_r1_machine_b_t4,quadratic
31,43,32.0,x_o1_r2_human_t4,x_o2_r2_human_t0,quadratic
31,44,32.0,x_o1_r2_human_t4,x_o2_r2_human_t1,quadratic
31,45,32.0,x_o1_r2_human_t4,x_o2_r2_human_t2,quadratic
31,46,32.0,x_o1_r2_human_t4,x_o2_r2_human_t3,quadratic
31,47,62.0,x_o1_r2_human_t4,x_o2_r2_human_t4,quadratic
31,48,62.0,x_o1_r2_human_t4,x_o2_r2_human_t5,quadratic
32,32,-27.9,x_o2_r0_machine_a_t0,x_o2_r0_machine_a_t0,linear
32,33,60.0,x_o2_r0_machine_a_t0,x_o2_r0_machine_a_t1,quadratic
32,34,60.0,x_o2_r0_machine_a_t0,x_o2_r0_machine_a_t2,quadratic
32,35,60.0,x_o2_r0_machine_a_t0,x_o2_r0_machine_a_t3,quadratic
32,36,60.0,x_o2_r0_machine_a_t0,x_o2_r0_machine_a_t4,quadratic
32,37,60.0,x_o2_r0_machine_a_t0,x_o2_r0_machine_a_t5,quadratic
32,38,60.0,x_o2_r0_machine_a_t0,x_o2_r1_machine_b_t0,quadratic
32,39,60.0,x_o2_r0_machine_a_t0,x_o2_r1_machine_b_t1,quadratic
32,40,60.0,x_o2_r0_machine_a_t0,x_o2_r1_machine_b_t2,quadratic
32,41,60.0,x_o2_r0_machine_a_t0,x_o2_r1_machine_b_t3,quadratic
32,42,60.0,x_o2_r0_machine_a_t0,x_o2_r1_machine_b_t4,quadratic
32,43,60.0,x_o2_r0_machine_a_t0,x_o2_r2_human_t0,quadratic
32,44,60.0,x_o2_r0_machine_a_t0,x_o2_r2_human_t1,quadratic
32,45,60.0,x_o2_r0_machine_a_t0,x_o2_r2_human_t2,quadratic
32,46,60.0,x_o2_r0_machine_a_t0,x_o2_r2_human_t3,quadratic
32,47,60.0,x_o2_r0_machine_a_t0,x_o2_r2_human_t4,quadratic
32,48,60.0,x_o2_r0_machine_a_t0,x_o2_r2_human_t5,quadratic
33,33,-27.8,x_o2_r0_machine_a_t1,x_o2_r0_machine_a_t1,linear
33,34,60.0,x_o2_r0_machine_a_t1,x_o2_r0_machine_a_t2,quadratic
33,35,60.0,x_o2_r0_machine_a_t1,x_o2_r0_machine_a_t3,quadratic
33,36,60.0,x_o2_r0_machine_a_t1,x_o2_r0_machine_a_t4,quadratic
33,37,60.0,x_o2_r0_machine_a_t1,x_o2_r0_machine_a_t5,quadratic
33,38,60.0,x_o2_r0_machine_a_t1,x_o2_r1_machine_b_t0,quadratic
33,39,60.0,x_o2_r0_machine_a_t1,x_o2_r1_machine_b_t1,quadratic
33,40,60.0,x_o2_r0_machine_a_t1,x_o2_r1_machine_b_t2,quadratic
33,41,60.0,x_o2_r0_machine_a_t1,x_o2_r1_machine_b_t3,quadratic
33,42,60.0,x_o2_r0_machine_a_t1,x_o2_r1_machine_b_t4,quadratic
33,43,60.0,x_o2_r0_machine_a_t1,x_o2_r2_human_t0,quadratic
33,44,60.0,x_o2_r0_machine_a_t1,x_o2_r2_human_t1,quadratic
33,45,60.0,x_o2_r0_machine_a_t1,x_o2_r2_human_t2,quadratic
33,46,60.0,x_o2_r0_machine_a_t1,x_o2_r2_human_t3,quadratic
33,47,60.0,x_o2_r0_machine_a_t1,x_o2_r2_human_t4,quadratic
33,48,60.0,x_o2_r0_machine_a_t1,x_o2_r2_human_t5,quadratic
34,34,-27.7,x_o2_r0_machine_a_t2,x_o2_r0_machine_a_t2,linear
34,35,60.0,x_o2_r0_machine_a_t2,x_o2_r0_machine_a_t3,quadratic
34,36,60.0,x_o2_r0_machine_a_t2,x_o2_r0_machine_a_t4,quadratic
34,37,60.0,x_o2_r0_machine_a_t2,x_o2_r0_machine_a_t5,quadratic
34,38,60.0,x_o2_r0_machine_a_t2,x_o2_r1_machine_b_t0,quadratic
34,39,60.0,x_o2_r0_machine_a_t2,x_o2_r1_machine_b_t1,quadratic
34,40,60.0,x_o2_r0_machine_a_t2,x_o2_r1_machine_b_t2,quadratic
34,41,60.0,x_o2_r0_machine_a_t2,x_o2_r1_machine_b_t3,quadratic
34,42,60.0,x_o2_r0_machine_a_t2,x_o2_r1_machine_b_t4,quadratic
34,43,60.0,x_o2_r0_machine_a_t2,x_o2_r2_human_t0,quadratic
34,44,60.0,x_o2_r0_machine_a_t2,x_o2_r2_human_t1,quadratic
34,45,60.0,x_o2_r0_machine_a_t2,x_o2_r2_human_t2,quadratic
34,46,60.0,x_o2_r0_machine_a_t2,x_o2_r2_human_t3,quadratic
34,47,60.0,x_o2_r0_machine_a_t2,x_o2_r2_human_t4,quadratic
34,48,60.0,x_o2_r0_machine_a_t2,x_o2_r2_human_t5,quadratic
35,35,-27.6,x_o2_r0_machine_a_t3,x_o2_r0_machine_a_t3,linear
35,36,60.0,x_o2_r0_machine_a_t3,x_o2_r0_machine_a_t4,quadratic
35,37,60.0,x_o2_r0_machine_a_t3,x_o2_r0_machine_a_t5,quadratic
35,38,60.0,x_o2_r0_machine_a_t3,x_o2_r1_machine_b_t0,quadratic
35,39,60.0,x_o2_r0_machine_a_t3,x_o2_r1_machine_b_t1,quadratic
35,40,60.0,x_o2_r0_machine_a_t3,x_o2_r1_machine_b_t2,quadratic
35,41,60.0,x_o2_r0_machine_a_t3,x_o2_r1_machine_b_t3,quadratic
35,42,60.0,x_o2_r0_machine_a_t3,x_o2_r1_machine_b_t4,quadratic
35,43,60.0,x_o2_r0_machine_a_t3,x_o2_r2_human_t0,quadratic
35,44,60.0,x_o2_r0_machine_a_t3,x_o2_r2_human_t1,quadratic
35,45,60.0,x_o2_r0_machine_a_t3,x_o2_r2_human_t2,quadratic
35,46,60.0,x_o2_r0_machine_a_t3,x_o2_r2_human_t3,quadratic
35,47,60.0,x_o2_r0_machine_a_t3,x_o2_r2_human_t4,quadratic
35,48,60.0,x_o2_r0_machine_a_t3,x_o2_r2_human_t5,quadratic
36,36,-27.5,x_o2_r0_machine_a_t4,x_o2_r0_machine_a_t4,linear
36,37,60.0,x_o2_r0_machine_a_t4,x_o2_r0_machine_a_t5,quadratic
36,38,60.0,x_o2_r0_machine_a_t4,x_o2_r1_machine_b_t0,quadratic
36,39,60.0,x_o2_r0_machine_a_t4,x_o2_r1_machine_b_t1,quadratic
36,40,60.0,x_o2_r0_machine_a_t4,x_o2_r1_machine_b_t2,quadratic
36,41,60.0,x_o2_r0_machine_a_t4,x_o2_r1_machine_b_t3,quadratic
36,42,60.0,x_o2_r0_machine_a_t4,x_o2_r1_machine_b_t4,quadratic
36,43,60.0,x_o2_r0_machine_a_t4,x_o2_r2_human_t0,quadratic
36,44,60.0,x_o2_r0_machine_a_t4,x_o2_r2_human_t1,quadratic
36,45,60.0,x_o2_r0_machine_a_t4,x_o2_r2_human_t2,quadratic
36,46,60.0,x_o2_r0_machine_a_t4,x_o2_r2_human_t3,quadratic
36,47,60.0,x_o2_r0_machine_a_t4,x_o2_r2_human_t4,quadratic
36,48,60.0,x_o2_r0_machine_a_t4,x_o2_r2_human_t5,quadratic
37,37,-27.4,x_o2_r0_machine_a_t5,x_o2_r0_machine_a_t5,linear
37,38,60.0,x_o2_r0_machine_a_t5,x_o2_r1_machine_b_t0,quadratic
37,39,60.0,x_o2_r0_machine_a_t5,x_o2_r1_machine_b_t1,quadratic
37,40,60.0,x_o2_r0_machine_a_t5,x_o2_r1_machine_b_t2,quadratic
37,41,60.0,x_o2_r0_machine_a_t5,x_o2_r1_machine_b_t3,quadratic
37,42,60.0,x_o2_r0_machine_a_t5,x_o2_r1_machine_b_t4,quadratic
37,43,60.0,x_o2_r0_machine_a_t5,x_o2_r2_human_t0,quadratic
37,44,60.0,x_o2_r0_machine_a_t5,x_o2_r2_human_t1,quadratic
37,45,60.0,x_o2_r0_machine_a_t5,x_o2_r2_human_t2,quadratic
37,46,60.0,x_o2_r0_machine_a_t5,x_o2_r2_human_t3,quadratic
37,47,60.0,x_o2_r0_machine_a_t5,x_o2_r2_human_t4,quadratic
37,48,60.0,x_o2_r0_machine_a_t5,x_o2_r2_human_t5,quadratic
38,38,-27.3,x_o2_r1_machine_b_t0,x_o2_r1_machine_b_t0,linear
38,39,60.0,x_o2_r1_machine_b_t0,x_o2_r1_machine_b_t1,quadratic
38,40,60.0,x_o2_r1_machine_b_t0,x_o2_r1_machine_b_t2,quadratic
38,41,60.0,x_o2_r1_machine_b_t0,x_o2_r1_machine_b_t3,quadratic
38,42,60.0,x_o2_r1_machine_b_t0,x_o2_r1_machine_b_t4,quadratic
38,43,60.0,x_o2_r1_machine_b_t0,x_o2_r2_human_t0,quadratic
38,44,60.0,x_o2_r1_machine_b_t0,x_o2_r2_human_t1,quadratic
38,45,60.0,x_o2_r1_machine_b_t0,x_o2_r2_human_t2,quadratic
38,46,60.0,x_o2_r1_machine_b_t0,x_o2_r2_human_t3,quadratic
38,47,60.0,x_o2_r1_machine_b_t0,x_o2_r2_human_t4,quadratic
38,48,60.0,x_o2_r1_machine_b_t0,x_o2_r2_human_t5,quadratic
39,39,-27.2,x_o2_r1_machine_b_t1,x_o2_r1_machine_b_t1,linear
39,40,60.0,x_o2_r1_machine_b_t1,x_o2_r1_machine_b_t2,quadratic
39,41,60.0,x_o2_r1_machine_b_t1,x_o2_r1_machine_b_t3,quadratic
39,42,60.0,x_o2_r1_machine_b_t1,x_o2_r1_machine_b_t4,quadratic
39,43,60.0,x_o2_r1_machine_b_t1,x_o2_r2_human_t0,quadratic
39,44,60.0,x_o2_r1_machine_b_t1,x_o2_r2_human_t1,quadratic
39,45,60.0,x_o2_r1_machine_b_t1,x_o2_r2_human_t2,quadratic
39,46,60.0,x_o2_r1_machine_b_t1,x_o2_r2_human_t3,quadratic
39,47,60.0,x_o2_r1_machine_b_t1,x_o2_r2_human_t4,quadratic
39,48,60.0,x_o2_r1_machine_b_t1,x_o2_r2_human_t5,quadratic
40,40,-27.1,x_o2_r1_machine_b_t2,x_o2_r1_machine_b_t2,linear
40,41,60.0,x_o2_r1_machine_b_t2,x_o2_r1_machine_b_t3,quadratic
40,42,60.0,x_o2_r1_machine_b_t2,x_o2_r1_machine_b_t4,quadratic
40,43,60.0,x_o2_r1_machine_b_t2,x_o2_r2_human_t0,quadratic
40,44,60.0,x_o2_r1_machine_b_t2,x_o2_r2_human_t1,quadratic
40,45,60.0,x_o2_r1_machine_b_t2,x_o2_r2_human_t2,quadratic
40,46,60.0,x_o2_r1_machine_b_t2,x_o2_r2_human_t3,quadratic
40,47,60.0,x_o2_r1_machine_b_t2,x_o2_r2_human_t4,quadratic
40,48,60.0,x_o2_r1_machine_b_t2,x_o2_r2_human_t5,quadratic
41,41,-27.0,x_o2_r1_machine_b_t3,x_o2_r1_machine_b_t3,linear
41,42,60.0,x_o2_r1_machine_b_t3,x_o2_r1_machine_b_t4,quadratic
41,43,60.0,x_o2_r1_machine_b_t3,x_o2_r2_human_t0,quadratic
41,44,60.0,x_o2_r1_machine_b_t3,x_o2_r2_human_t1,quadratic
41,45,60.0,x_o2_r1_machine_b_t3,x_o2_r2_human_t2,quadratic
41,46,60.0,x_o2_r1_machine_b_t3,x_o2_r2_human_t3,quadratic
41,47,60.0,x_o2_r1_machine_b_t3,x_o2_r2_human_t4,quadratic
41,48,60.0,x_o2_r1_machine_b_t3,x_o2_r2_human_t5,quadratic
42,42,-26.9,x_o2_r1_machine_b_t4,x_o2_r1_machine_b_t4,linear
42,43,60.0,x_o2_r1_machine_b_t4,x_o2_r2_human_t0,quadratic
42,44,60.0,x_o2_r1_machine_b_t4,x_o2_r2_human_t1,quadratic
42,45,60.0,x_o2_r1_machine_b_t4,x_o2_r2_human_t2,quadratic
42,46,60.0,x_o2_r1_machine_b_t4,x_o2_r2_human_t3,quadratic
42,47,60.0,x_o2_r1_machine_b_t4,x_o2_r2_human_t4,quadratic
42,48,60.0,x_o2_r1_machine_b_t4,x_o2_r2_human_t5,quadratic
43,43,-28.5,x_o2_r2_human_t0,x_o2_r2_human_t0,linear
43,44,62.0,x_o2_r2_human_t0,x_o2_r2_human_t1,quadratic
43,45,62.0,x_o2_r2_human_t0,x_o2_r2_human_t2,quadratic
43,46,62.0,x_o2_r2_human_t0,x_o2_r2_human_t3,quadratic
43,47,62.0,x_o2_r2_human_t0,x_o2_r2_human_t4,quadratic
43,48,62.0,x_o2_r2_human_t0,x_o2_r2_human_t5,quadratic
44,44,-28.4,x_o2_r2_human_t1,x_o2_r2_human_t1,linear
44,45,62.0,x_o2_r2_human_t1,x_o2_r2_human_t2,quadratic
44,46,62.0,x_o2_r2_human_t1,x_o2_r2_human_t3,quadratic
44,47,62.0,x_o2_r2_human_t1,x_o2_r2_human_t4,quadratic
44,48,62.0,x_o2_r2_human_t1,x_o2_r2_human_t5,quadratic
45,45,-28.3,x_o2_r2_human_t2,x_o2_r2_human_t2,linear
45,46,62.0,x_o2_r2_human_t2,x_o2_r2_human_t3,quadratic
45,47,62.0,x_o2_r2_human_t2,x_o2_r2_human_t4,quadratic
45,48,62.0,x_o2_r2_human_t2,x_o2_r2_human_t5,quadratic
46,46,-28.2,x_o2_r2_human_t3,x_o2_r2_human_t3,linear
46,47,62.0,x_o2_r2_human_t3,x_o2_r2_human_t4,quadratic
46,48,62.0,x_o2_r2_human_t3,x_o2_r2_human_t5,quadratic
47,47,-28.1,x_o2_r2_human_t4,x_o2_r2_human_t4,linear
47,48,62.0,x_o2_r2_human_t4,x_o2_r2_human_t5,quadratic
48,48,-28.0,x_o2_r2_human_t5,x_o2_r2_human_t5,linear
